gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,TotalSpend,avg_monthly_spend,total_services,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_Mid,tenure_group_Loyal,MonthlyCharges_group_Medium,MonthlyCharges_group_High
1,0,1,0,72,1,0,79.55,5810.9,0,5727.599999999999,79.60136986301369,5,False,True,False,False,True,True,True,True,False,True,False,True,True,False,False,False,True,False,True
1,0,0,1,10,1,0,24.8,223.9,0,248.0,20.354545454545455,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,0,18,1,0,19.65,391.7,0,353.7,20.61578947368421,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1,0,0,0,1,1,1,79.95,79.95,1,79.95,39.975,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0,0,0,1,1,0,19.3,19.3,1,19.3,9.65,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,9,1,1,94.05,811.65,0,846.4499999999999,81.16499999999999,3,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True
1,0,0,0,2,1,0,90.75,174.75,0,181.5,58.25,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0,1,0,40,1,1,78.85,3126.85,0,3154.0,76.26463414634146,1,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
1,0,1,0,69,1,0,99.5,6841.45,0,6865.5,97.735,3,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,True
0,0,1,0,37,1,1,99.2,3754.6,1,3670.4,98.80526315789473,4,False,True,True,False,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True
1,0,0,1,18,1,1,80.55,1406.65,0,1449.8999999999999,74.03421052631579,1,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
1,1,1,0,11,1,1,70.2,834.7,0,772.2,69.55833333333334,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,1,0,8,1,1,85.2,627.4,1,681.6,69.71111111111111,1,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0,0,0,0,3,1,0,75.25,242.0,1,225.75,60.5,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,1,1,55,1,0,59.45,3157.0,0,3269.75,56.375,2,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,True,False
1,0,1,0,33,1,1,93.35,3092.0,0,3080.5499999999997,90.94117647058823,3,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True
0,0,0,0,46,1,0,44.95,2168.9,0,2067.7000000000003,46.1468085106383,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
1,0,0,0,34,1,0,26.1,980.35,0,887.4000000000001,28.01,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0,0,0,0,3,1,0,20.2,65.95,0,60.599999999999994,16.4875,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,1,30,1,0,21.25,711.9,0,637.5,22.96451612903226,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
0,0,0,0,33,1,0,59.4,1952.8,0,1960.2,57.43529411764706,2,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False
1,0,1,1,45,1,1,95.0,4368.85,0,4275.0,94.97500000000001,3,False,True,True,False,False,True,True,False,False,True,True,False,True,False,False,False,True,False,True
1,0,0,0,40,1,1,61.9,2647.1,0,2476.0,64.56341463414634,3,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,True,False
0,0,0,0,71,1,1,118.65,8477.6,0,8424.15,117.74444444444445,6,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,True,False,True
1,0,0,0,1,1,0,54.35,54.35,1,54.35,27.175,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,1,72,0,0,64.45,4528.0,0,4640.400000000001,62.02739726027397,6,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,True,True,False
0,0,1,1,22,1,1,80.15,1790.65,0,1763.3000000000002,77.85434782608696,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
1,0,1,1,46,1,1,20.2,845.6,0,929.1999999999999,17.99148936170213,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,0,1,1,55,1,0,21.0,1210.3,0,1155.0,21.6125,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
1,0,0,0,1,1,0,20.45,20.45,0,20.45,10.225,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,12,1,1,75.85,854.45,0,910.1999999999999,65.72692307692309,3,False,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,True
1,0,0,0,31,1,1,80.45,2429.1,0,2493.9500000000003,75.909375,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
1,0,1,0,5,0,1,24.95,100.4,1,124.75,16.733333333333334,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,1,67,1,1,75.5,5229.45,0,5058.5,76.90367647058824,3,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True
1,0,0,0,1,1,0,44.45,44.45,0,44.45,22.225,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,0,1,0,40,0,1,42.35,1716.45,1,1694.0,41.864634146341466,3,True,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False
1,0,1,1,41,1,1,74.55,3023.55,0,3056.5499999999997,71.98928571428571,4,False,True,False,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True
1,0,0,0,1,1,1,75.3,75.3,1,75.3,37.65,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,0,0,51,1,1,94.8,4837.6,1,4834.8,93.03076923076924,3,False,True,True,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,True
1,0,1,1,42,0,0,48.15,2032.3,0,2022.3,47.26279069767442,4,True,False,False,False,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False
1,0,1,1,23,1,0,19.65,436.9,0,451.95,18.204166666666666,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
0,1,0,0,1,1,1,70.55,70.55,1,70.55,35.275,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,0,0,1,1,0,20.15,20.15,0,20.15,10.075,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,56,1,1,106.6,5893.95,0,5969.599999999999,103.40263157894736,4,False,True,True,False,True,True,False,False,True,True,False,False,True,False,False,False,True,False,True
1,0,0,1,15,1,1,91.0,1430.05,0,1365.0,89.378125,2,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True
1,0,1,1,12,1,1,25.4,313.0,0,304.79999999999995,24.076923076923077,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,1,1,54,1,0,69.95,3871.85,0,3777.3,70.39727272727272,4,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True,True,False
0,0,0,0,7,1,1,66.85,458.1,0,467.94999999999993,57.2625,2,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
0,0,1,1,33,1,0,86.15,2745.7,1,2842.9500000000003,80.75588235294117,1,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
1,0,1,1,16,1,0,20.15,341.35,0,322.4,20.079411764705885,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,0,0,1,21,1,0,64.85,1336.8,0,1361.85,60.76363636363636,3,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False
1,1,1,0,30,1,0,74.85,2181.75,0,2245.5,70.37903225806451,3,False,True,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True
1,0,0,0,3,1,1,50.5,147.75,0,151.5,36.9375,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
1,0,0,0,11,1,0,72.9,818.45,0,801.9000000000001,68.20416666666667,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,0,0,62,1,1,115.05,7133.45,0,7133.099999999999,113.22936507936508,6,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True
1,0,0,0,18,1,0,19.0,348.8,0,342.0,18.357894736842105,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
1,0,0,1,6,1,0,19.55,128.6,0,117.30000000000001,18.37142857142857,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,46,1,1,101.1,4674.4,0,4650.599999999999,99.45531914893617,3,False,True,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False,True
1,0,0,0,21,1,1,84.1,1737.45,0,1766.1,78.97500000000001,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
1,0,0,0,68,1,1,24.15,1498.85,0,1642.1999999999998,21.72246376811594,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,0,0,1,1,1,50.1,50.1,0,50.1,25.05,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0,25,1,1,74.6,1797.75,0,1864.9999999999998,69.14423076923077,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
0,0,0,1,24,1,0,19.75,498.1,0,474.0,19.924,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
0,0,1,0,30,1,1,85.0,2624.25,1,2550.0,84.65322580645162,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
0,0,0,0,2,1,0,80.55,184.1,1,161.1,61.36666666666667,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1,0,1,0,51,1,1,106.8,5498.8,0,5446.8,105.74615384615385,4,False,True,True,False,False,True,True,False,True,True,True,False,False,False,False,False,True,False,True
0,0,1,1,57,1,1,84.5,4845.4,0,4816.5,83.54137931034482,5,False,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,True,False,True
0,0,0,0,15,1,0,25.05,369.1,0,375.75,23.06875,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0,0,1,1,72,1,1,83.7,6096.9,0,6026.400000000001,83.51917808219177,6,False,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True
0,0,0,0,2,1,1,75.8,160.75,1,151.6,53.583333333333336,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1,0,1,0,28,1,0,96.6,2684.35,0,2704.7999999999997,92.56379310344828,3,False,True,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True
1,1,1,0,29,1,1,98.5,3004.15,1,2856.5,100.13833333333334,3,False,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,True
1,0,1,1,70,1,1,101.1,6994.8,0,7077.0,98.51830985915493,5,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,False,True
0,0,0,0,13,1,0,20.2,273.25,0,262.59999999999997,19.517857142857142,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
0,1,1,0,59,1,1,94.05,5483.9,0,5548.95,91.39833333333333,4,False,True,True,False,True,True,True,True,False,False,True,False,False,True,False,False,True,False,True
1,1,1,0,13,1,1,95.25,1233.65,1,1238.25,88.11785714285715,2,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True
1,1,1,0,7,1,1,74.4,527.9,1,520.8000000000001,65.9875,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,1,0,62,1,0,81.0,4985.9,0,5022.0,79.14126984126983,5,False,False,False,False,True,False,True,True,True,True,False,True,False,False,True,False,True,False,True
0,0,0,0,21,1,1,60.25,1258.35,0,1265.25,57.19772727272727,3,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False
0,0,0,0,2,1,0,60.85,111.4,0,121.7,37.13333333333333,2,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,0,0,0,1,1,0,43.95,43.95,0,43.95,21.975,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1,0,0,0,4,1,0,86.05,308.1,0,344.2,61.620000000000005,2,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
0,0,0,0,19,1,0,20.25,383.65,0,384.75,19.182499999999997,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
0,0,0,0,30,1,0,85.15,2555.9,1,2554.5,82.4483870967742,2,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True
1,0,1,1,67,1,1,19.4,1284.2,0,1299.8,18.88529411764706,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
1,1,1,0,72,1,1,102.65,7550.3,0,7390.8,103.42876712328767,4,False,True,True,False,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True
1,0,1,0,53,1,0,19.9,1110.05,0,1054.6999999999998,20.55648148148148,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
0,0,0,0,5,1,0,19.55,99.6,0,97.75,16.599999999999998,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1,1,1,0,71,1,1,95.5,6707.15,0,6780.5,93.1548611111111,4,False,False,True,False,False,True,True,True,False,True,False,True,True,False,False,False,True,False,True
0,0,1,1,50,1,1,84.15,4164.4,0,4207.5,81.6549019607843,5,False,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,True,False,True
1,0,1,1,56,1,1,103.2,5873.75,0,5779.2,103.04824561403508,4,False,True,True,False,False,False,True,True,True,True,False,True,False,True,False,False,True,False,True
1,0,0,0,2,1,1,50.2,109.25,0,100.4,36.416666666666664,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
0,1,0,0,2,1,1,88.55,179.25,1,177.1,59.75,2,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
1,0,1,1,24,1,0,54.75,1338.15,1,1314.0,53.526,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
1,0,1,1,46,1,0,19.95,862.4,0,917.6999999999999,18.348936170212767,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
1,0,1,0,71,1,1,116.25,8564.75,0,8253.75,118.95486111111111,6,False,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,True,False,True
0,0,0,0,29,0,1,31.2,926.2,0,904.8,30.873333333333335,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1,0,1,1,69,1,0,24.45,1718.2,0,1687.05,24.545714285714286,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0,1,0,71,1,0,84.2,5956.85,0,5978.2,82.73402777777778,5,False,True,False,False,False,True,True,True,True,True,False,True,True,False,False,False,True,False,True
0,1,0,0,1,1,1,91.3,91.3,1,91.3,45.65,2,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True
1,1,1,0,56,1,1,85.65,4824.45,0,4796.400000000001,84.63947368421053,6,False,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True
1,0,0,1,56,1,1,21.2,1238.65,0,1187.2,21.730701754385965,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1,0,0,0,1,1,1,79.5,79.5,1,79.5,39.75,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0,1,0,28,1,0,25.55,672.2,0,715.4,23.179310344827588,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
0,0,1,1,19,1,0,20.2,382.2,0,383.8,19.11,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1,0,1,0,66,1,0,63.85,4264.6,0,4214.1,63.650746268656725,2,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False
0,0,1,1,17,1,1,61.95,1070.7,0,1053.15,59.483333333333334,2,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,False
1,0,1,1,52,1,0,25.75,1345.85,0,1339.0,25.393396226415092,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0,0,0,0,19,1,0,58.2,1045.25,0,1105.8,52.2625,2,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False
0,0,0,0,36,1,0,85.85,3003.55,0,3090.6,81.17702702702704,6,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True
1,1,1,0,7,1,1,70.1,467.55,1,490.69999999999993,58.44375,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,1,1,72,1,1,104.9,7537.5,0,7552.8,103.25342465753425,5,False,True,True,False,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True
1,0,1,1,67,1,1,111.3,7482.1,1,7457.099999999999,110.03088235294118,5,False,True,True,False,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True
1,1,0,0,34,1,1,99.85,3343.15,0,3394.8999999999996,95.51857142857143,4,False,False,True,False,False,True,True,False,True,True,True,False,False,True,False,True,False,False,True
1,1,1,0,57,1,1,95.25,5427.05,1,5429.25,93.5698275862069,3,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True
0,0,1,0,7,1,1,86.25,587.1,1,603.75,73.3875,2,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
0,1,1,0,1,1,1,100.8,100.8,1,100.8,50.4,3,False,True,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True
1,0,1,0,8,1,1,19.55,161.15,0,156.4,17.905555555555555,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,69,1,0,104.0,7028.5,0,7176.0,100.40714285714286,4,False,True,True,False,False,False,True,True,True,True,False,True,False,True,False,False,True,False,True
0,0,1,0,50,1,1,104.4,5232.9,0,5220.0,102.60588235294117,4,False,True,True,False,True,False,True,False,True,True,True,False,False,False,True,False,True,False,True
1,0,0,0,10,1,0,19.5,225.85,0,195.0,20.53181818181818,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,1,1,12,1,0,25.25,274.7,0,303.0,21.13076923076923,0,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
0,0,0,0,14,1,1,86.3,1180.95,1,1208.2,78.73,2,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True
0,0,1,0,70,0,1,49.85,3370.2,0,3489.5,47.46760563380281,4,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True,True,False
0,1,0,0,64,1,1,108.95,7111.3,0,6972.8,109.40461538461538,5,False,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,True,False,True
0,0,1,1,66,1,0,89.9,5958.85,0,5933.400000000001,88.93805970149255,6,False,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,True,False,True
0,0,1,1,71,1,1,82.0,5999.85,0,5822.0,83.33125000000001,5,False,False,False,False,True,False,True,True,True,True,False,True,True,False,False,False,True,False,True
1,1,0,0,20,1,0,89.95,1648.45,0,1799.0,78.49761904761905,2,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True
1,0,1,0,72,1,1,79.35,5753.25,0,5713.2,78.81164383561644,5,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True
0,0,1,1,71,1,0,64.05,4492.9,0,4547.55,62.40138888888888,4,False,False,False,False,True,True,True,True,False,False,False,True,True,False,False,False,True,True,False
1,0,1,1,38,1,1,101.15,3956.7,0,3843.7000000000003,101.45384615384614,3,False,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True
0,0,0,0,28,1,1,89.95,2625.55,1,2518.6,90.53620689655173,2,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True
1,1,1,0,17,1,1,76.45,1233.4,1,1299.65,68.52222222222223,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
1,0,0,0,33,0,1,39.1,1309.0,0,1290.3,38.5,2,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False
0,0,1,1,23,0,0,34.6,813.45,0,795.8000000000001,33.893750000000004,2,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False
1,0,1,1,58,1,1,19.55,1108.8,0,1133.9,18.79322033898305,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0,1,1,0,70,1,1,104.45,7349.35,0,7311.5,103.51197183098591,4,False,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False,True
1,0,1,0,4,1,0,70.5,294.2,0,282.0,58.839999999999996,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,1,1,45,1,0,20.35,929.2,0,915.7500000000001,20.2,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
1,0,0,0,10,1,1,70.0,740.0,1,700.0,67.27272727272727,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,1,1,36,1,0,19.45,754.5,0,700.1999999999999,20.39189189189189,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
1,0,0,0,54,1,1,69.9,3883.3,0,3774.6000000000004,70.60545454545455,4,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,True,True,False
1,0,1,1,23,1,0,59.7,1414.2,0,1373.1000000000001,58.925000000000004,2,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False
0,0,1,1,41,1,1,78.35,3211.2,0,3212.35,76.45714285714286,4,False,True,False,False,True,True,True,False,True,False,True,False,True,False,False,False,True,False,True
1,1,0,0,5,1,1,71.45,371.6,0,357.25,61.93333333333334,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,1,1,27,0,1,45.85,1246.4,0,1237.95,44.51428571428572,3,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False
0,0,0,0,1,1,1,95.85,95.85,0,95.85,47.925,3,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True
0,0,1,1,67,0,0,35.7,2545.7,0,2391.9,37.436764705882354,2,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,True,False
0,1,1,1,72,1,1,89.55,6448.85,0,6447.599999999999,88.34041095890412,6,False,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,True,False,True
0,0,1,1,56,1,1,24.95,1468.9,0,1397.2,25.770175438596493,0,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
1,0,1,1,44,1,0,24.85,1013.6,0,1093.4,22.524444444444445,0,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0,1,1,0,66,1,1,100.8,6690.75,0,6652.8,99.86194029850746,3,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True
0,0,0,0,34,1,1,64.4,2088.75,1,2189.6000000000004,59.67857142857143,3,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,True,False,True,False
0,0,1,0,69,1,0,105.35,7240.65,0,7269.15,103.43785714285714,4,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,True,False,True
0,0,1,1,1,1,1,102.45,102.45,1,102.45,51.225,4,False,True,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True
0,0,0,0,40,1,0,19.65,830.25,0,786.0,20.25,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
1,0,1,1,30,1,1,54.45,1588.7,0,1633.5,51.248387096774195,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0,11,1,0,70.5,829.3,0,775.5,69.10833333333333,3,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True
0,0,0,0,15,1,0,20.1,302.45,0,301.5,18.903125,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
1,0,0,0,11,1,1,69.35,712.25,0,762.8499999999999,59.354166666666664,3,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False
0,0,1,1,64,1,0,19.8,1336.65,0,1267.2,20.563846153846157,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,1,1,0,72,1,0,74.4,5360.75,0,5356.8,73.43493150684931,5,False,False,False,False,True,True,True,True,True,False,False,True,False,False,False,False,True,False,True
1,1,1,0,72,1,1,93.05,6735.05,0,6699.599999999999,92.26095890410959,4,False,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,True
0,0,0,1,1,1,0,51.2,51.2,0,51.2,25.6,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,0,1,15,1,0,65.6,1010.0,0,983.9999999999999,63.125,4,False,False,False,False,True,True,True,True,False,False,True,False,True,False,False,True,False,True,False
0,0,0,0,60,1,0,80.55,4847.05,0,4833.0,79.45983606557377,4,False,True,False,False,False,False,True,True,True,True,True,False,True,False,False,False,True,False,True
1,0,0,0,56,1,0,52.7,3019.7,0,2951.2000000000003,52.97719298245614,2,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,False
0,0,0,0,8,1,0,20.85,161.65,0,166.8,17.961111111111112,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,0,0,0,3,1,0,80.1,217.55,1,240.29999999999998,54.3875,2,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
0,0,1,0,49,1,1,52.15,2583.75,0,2555.35,51.675,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
0,0,0,0,2,1,1,80.2,146.05,1,160.4,48.68333333333334,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0,0,0,6,1,1,98.15,567.45,1,588.9000000000001,81.06428571428572,5,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True
1,0,0,0,70,1,1,114.95,7711.25,0,8046.5,108.60915492957747,6,False,True,True,False,True,True,True,True,True,True,False,True,False,False,False,False,True,False,True
1,0,0,0,12,1,1,112.95,1384.75,1,1355.4,106.51923076923077,5,False,True,True,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,True
1,1,1,0,52,1,1,104.45,5481.25,0,5431.400000000001,103.41981132075472,5,False,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,True,False,True
0,0,1,0,72,1,1,113.65,8124.2,0,8182.8,111.2904109589041,6,False,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,True,False,True
0,0,0,0,40,1,1,20.6,827.3,0,824.0,20.178048780487803,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
